Portfolio,Coin Name,Coin Symbol,Exchange,Pair,Type,Amount,Price,Price USD,Fee Percent,Fee Amount,Fee Currency,Date,Notes
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33464018,,37161.5688014,,,,"1/27/2022, 7:34:12 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.35557449,,37161.5688014,,,,"1/27/2022, 4:44:07 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30438422,,37161.5688014,,,,"1/27/2022, 4:06:53 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28836132,,37161.5688014,,,,"1/27/2022, 3:32:37 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.40566207,,37161.5688014,,,,"1/27/2022, 2:44:57 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34618581,,37161.5688014,,,,"1/27/2022, 10:59:39 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,2,,37161.5688014,,0.0000162499999998289,bitcoin,"1/27/2022, 10:59:39 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28635552,,36644.21791258,,,,"1/27/2022, 7:15:00 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36654382,,36606.14919445,,,,"1/27/2022, 6:02:10 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.38992173,,36644.21791258,,,,"1/27/2022, 5:15:54 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,126.46074128000001,,36572.04568235,,,,"1/27/2022, 2:59:24 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29165541,,36563.44586357,,,,"1/27/2022, 2:59:24 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.42870269,,36537.15354693,,,,"1/27/2022, 1:52:29 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27202845,,36644.21791258,,,,"1/27/2022, 12:58:45 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36487469,,36537.15354693,,,,"1/27/2022, 12:41:46 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34102012,,36574.60208552,,,,"1/27/2022, 12:24:55 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30415734,,36792.55803333,,,,"1/26/2022, 11:30:32 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.38370756,,36792.55803333,,,,"1/26/2022, 11:22:54 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32732874,,36792.55803333,,,,"1/26/2022, 10:22:18 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36356436,,36792.55803333,,,,"1/26/2022, 10:20:15 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.35743961,,36792.55803333,,,,"1/26/2022, 8:41:08 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.39405701,,36792.55803333,,,,"1/26/2022, 8:38:51 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30798093,,36792.55803333,,,,"1/26/2022, 6:55:24 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32620691,,36792.55803333,,,,"1/26/2022, 3:46:39 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.45210031,,38168.3288433,,,,"1/26/2022, 3:29:45 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.45134024,,38328.20337987,,,,"1/26/2022, 1:06:58 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.52253505,,37993.13019548,,,,"1/26/2022, 12:44:44 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25393374,,38328.20337987,,,,"1/26/2022, 11:55:35 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26551838,,37993.13019548,,,,"1/26/2022, 11:54:58 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25079376,,38252.58665265,,,,"1/26/2022, 11:24:40 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.38413461,,38328.20337987,,,,"1/26/2022, 11:13:22 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,2,,38168.3288433,,0.000010050000000205728,bitcoin,"1/26/2022, 10:07:21 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29291716,,38328.20337987,,,,"1/26/2022, 9:06:13 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3624236,,38252.58665265,,,,"1/26/2022, 8:56:50 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2894896,,38252.58665265,,,,"1/26/2022, 8:40:21 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,128.99557246,,38328.06783753,,,,"1/26/2022, 4:41:49 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27487426,,38328.06783753,,,,"1/26/2022, 4:41:49 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30956778,,38328.06783753,,,,"1/26/2022, 2:11:55 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.39322841,,38252.58665265,,,,"1/26/2022, 12:44:50 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27074953,,36746.19584953,,,,"1/25/2022, 10:18:01 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2586063,,36907.18338148,,,,"1/25/2022, 10:14:16 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.39143583,,36782.59164584,,,,"1/25/2022, 9:57:05 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26446035,,36715.21368389,,,,"1/25/2022, 8:55:55 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29351292,,36553.3091812,,,,"1/25/2022, 8:22:54 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26960841,,36542.88415177,,,,"1/25/2022, 8:16:20 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.37252394,,36542.88415177,,,,"1/25/2022, 7:59:05 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.35690624,,36616.36848418,,,,"1/25/2022, 5:45:14 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30044286,,36542.88415177,,,,"1/25/2022, 3:28:26 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32609995,,36550.49204661,,,,"1/25/2022, 2:15:18 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.35588705,,36626.63302909,,,,"1/25/2022, 2:02:29 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32915679,,36542.88415177,,,,"1/25/2022, 1:47:16 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2898397,,36550.49204661,,,,"1/25/2022, 12:00:26 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,1,,36553.3091812,,0.000010329999999392214,bitcoin,"1/25/2022, 10:36:55 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34825776,,36882.66622468,,,,"1/25/2022, 8:21:34 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30369276,,36542.88415177,,,,"1/25/2022, 7:36:45 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25035689,,36550.49204661,,,,"1/25/2022, 7:25:30 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2753564,,36626.63302909,,,,"1/25/2022, 7:25:21 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26807442,,36882.66622468,,,,"1/25/2022, 7:21:54 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34105074,,36626.63302909,,,,"1/25/2022, 6:15:37 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25713062,,36553.3091812,,,,"1/25/2022, 2:50:51 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,131.13087078,,36616.36848418,,,,"1/25/2022, 2:50:51 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27454405,,36616.36848418,,,,"1/25/2022, 2:10:18 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.41969828,,36626.63302909,,,,"1/25/2022, 1:08:01 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.37061436,,36550.49204661,,,,"1/25/2022, 12:27:02 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31285532,,36689.96452833,,,,"1/24/2022, 11:46:34 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28662213,,36689.96452833,,,,"1/24/2022, 10:05:57 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29079651,,36689.96452833,,,,"1/24/2022, 10:04:31 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32841998,,36689.96452833,,,,"1/24/2022, 9:10:40 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.45935144,,36689.96452833,,,,"1/24/2022, 9:02:33 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.37242635,,36689.96452833,,,,"1/24/2022, 7:49:25 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.35556123,,36689.96452833,,,,"1/24/2022, 6:26:24 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30050924,,36689.96452833,,,,"1/24/2022, 4:10:33 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2938858,,36689.96452833,,,,"1/24/2022, 4:04:03 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28287762,,36689.96452833,,,,"1/24/2022, 1:59:00 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27262602,,36689.96452833,,,,"1/24/2022, 12:40:13 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3042931,,36689.96452833,,,,"1/24/2022, 12:27:33 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32800387,,36689.96452833,,,,"1/24/2022, 12:21:49 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30617232,,36689.96452833,,,,"1/24/2022, 12:00:00 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.38780506,,36689.96452833,,,,"1/24/2022, 11:18:51 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31073552,,36689.96452833,,,,"1/24/2022, 10:23:08 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,2,,36689.96452833,,0.0000034300000004705566,bitcoin,"1/24/2022, 10:02:59 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31475658,,36689.96452833,,,,"1/24/2022, 10:02:59 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30407273,,36689.96452833,,,,"1/24/2022, 7:39:07 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26059951,,36689.96452833,,,,"1/24/2022, 7:00:33 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25382396,,36689.96452833,,,,"1/24/2022, 6:59:37 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27305034,,36689.96452833,,,,"1/24/2022, 6:58:26 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28328627,,36689.96452833,,,,"1/24/2022, 6:52:56 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33930904,,36689.96452833,,,,"1/24/2022, 5:41:00 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29934466,,36689.96452833,,,,"1/24/2022, 5:16:40 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30039993,,36689.96452833,,,,"1/24/2022, 5:04:39 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26904919,,36689.96452833,,,,"1/24/2022, 4:39:54 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30448184,,36689.96452833,,,,"1/24/2022, 4:15:35 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28013723,,36689.96452833,,,,"1/24/2022, 3:51:58 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34335463,,36689.96452833,,,,"1/24/2022, 3:21:30 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2605866,,36689.96452833,,,,"1/24/2022, 2:43:56 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,131.61997789999992,,36689.96452833,,5.684341886080802e-14,bitcoin,"1/24/2022, 2:43:56 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33464391,,36689.96452833,,,,"1/24/2022, 12:54:23 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28054561,,35505.83473663,,,,"1/23/2022, 11:27:01 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28884824,,35505.83473663,,,,"1/23/2022, 10:49:09 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25353988,,35505.83473663,,,,"1/23/2022, 10:06:11 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31737997,,35505.83473663,,,,"1/23/2022, 9:52:15 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26698103,,35505.83473663,,,,"1/23/2022, 8:51:22 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27843652,,35505.83473663,,,,"1/23/2022, 8:48:51 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26490079,,35505.83473663,,,,"1/23/2022, 8:27:20 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36268817,,35505.83473663,,,,"1/23/2022, 7:33:59 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32790772,,35505.83473663,,,,"1/23/2022, 5:50:38 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28794331,,35505.83473663,,,,"1/23/2022, 4:37:49 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33562298,,35505.83473663,,,,"1/23/2022, 4:35:26 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.5878091,,35505.83473663,,,,"1/23/2022, 2:15:05 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25445043,,35505.83473663,,,,"1/23/2022, 1:49:29 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26977055,,35505.83473663,,,,"1/23/2022, 11:40:31 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29842186,,35505.83473663,,,,"1/23/2022, 10:06:12 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,2,,35505.83473663,,0.00001343000000009198,bitcoin,"1/23/2022, 10:02:12 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27567198,,35505.83473663,,,,"1/23/2022, 8:29:36 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3263723,,35505.83473663,,,,"1/23/2022, 4:27:04 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.37773035,,35505.83473663,,,,"1/23/2022, 4:10:33 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,128.21444398000003,,35505.83473663,,,,"1/23/2022, 4:10:33 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29553049,,35505.83473663,,,,"1/23/2022, 12:16:26 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26979143,,34884.91513395,,,,"1/22/2022, 11:31:28 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27440124,,34884.91513395,,,,"1/22/2022, 11:29:31 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33153131,,34884.91513395,,,,"1/22/2022, 10:05:32 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.39767651,,34884.91513395,,,,"1/22/2022, 8:57:13 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3640763,,34884.91513395,,,,"1/22/2022, 7:53:03 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.39871416,,34884.91513395,,,,"1/22/2022, 7:06:27 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29633913,,34884.91513395,,,,"1/22/2022, 5:51:06 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28943036,,34884.91513395,,,,"1/22/2022, 5:46:21 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33501829,,34884.91513395,,,,"1/22/2022, 4:54:49 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25274028,,34884.91513395,,,,"1/22/2022, 11:36:21 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36360019,,34884.91513395,,,,"1/22/2022, 10:21:18 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31511005,,34884.91513395,,,,"1/22/2022, 8:19:31 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3206406,,34884.91513395,,,,"1/22/2022, 7:20:44 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32474322,,34884.91513395,,,,"1/22/2022, 6:55:16 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.47003391,,34884.91513395,,,,"1/22/2022, 5:44:41 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31586018,,34884.91513395,,,,"1/22/2022, 4:52:32 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,128.68573009,,34884.91513395,,,,"1/22/2022, 4:52:32 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33181788,,34884.91513395,,,,"1/22/2022, 12:32:04 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.37765461,,34884.91513395,,,,"1/22/2022, 12:25:06 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.35097711,,36077.29160335,,,,"1/21/2022, 11:12:11 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32934085,,36077.29160335,,,,"1/21/2022, 9:33:20 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36274107,,36077.29160335,,,,"1/21/2022, 6:30:19 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34681417,,36077.29160335,,,,"1/21/2022, 3:26:24 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28144729,,36077.29160335,,,,"1/21/2022, 3:11:11 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.43022981,,36077.29160335,,,,"1/21/2022, 2:16:25 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30446124,,36077.29160335,,,,"1/21/2022, 1:52:33 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33343152,,36077.29160335,,,,"1/21/2022, 1:50:36 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.41986013,,36077.29160335,,,,"1/21/2022, 1:45:42 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34809491,,36077.29160335,,,,"1/21/2022, 11:47:09 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28295377,,36077.29160335,,,,"1/21/2022, 11:34:47 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28688616,,36077.29160335,,,,"1/21/2022, 11:33:39 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33157738,,36077.29160335,,,,"1/21/2022, 10:22:49 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26495628,,36077.29160335,,,,"1/21/2022, 10:12:17 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30660126,,36077.29160335,,,,"1/21/2022, 8:03:13 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34536751,,36077.29160335,,,,"1/21/2022, 7:57:36 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31500497,,36077.29160335,,,,"1/21/2022, 7:43:37 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.39701856,,36077.29160335,,,,"1/21/2022, 4:51:44 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2802092,,36077.29160335,,,,"1/21/2022, 3:20:21 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,135.35912695999997,,36077.29160335,,,,"1/21/2022, 3:07:00 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3861249,,36077.29160335,,,,"1/21/2022, 3:07:00 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.40466024,,36077.29160335,,,,"1/21/2022, 2:31:23 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31726962,,36077.29160335,,,,"1/21/2022, 1:43:02 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30158449,,36077.29160335,,,,"1/21/2022, 1:13:49 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26558721,,36077.29160335,,,,"1/21/2022, 1:01:44 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27961038,,36077.29160335,,,,"1/21/2022, 12:27:51 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.38330915,,41174.90480717,,,,"1/20/2022, 11:05:50 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36803524,,41174.90480717,,,,"1/20/2022, 9:44:48 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28199816,,41174.90480717,,,,"1/20/2022, 5:39:42 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33289318,,41174.90480717,,,,"1/20/2022, 5:17:28 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.412944,,41174.90480717,,,,"1/20/2022, 4:26:24 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.44846774,,41174.90480717,,,,"1/20/2022, 4:03:33 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28029089,,41174.90480717,,,,"1/20/2022, 2:46:52 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3701024,,41174.90480717,,,,"1/20/2022, 2:14:25 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34929948,,41174.90480717,,,,"1/20/2022, 1:53:40 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28550339,,41174.90480717,,,,"1/20/2022, 1:41:20 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32049918,,41174.90480717,,,,"1/20/2022, 1:36:11 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.38121775,,41174.90480717,,,,"1/20/2022, 1:28:04 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27841818,,41174.90480717,,,,"1/20/2022, 12:57:04 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.35465195,,41174.90480717,,,,"1/20/2022, 12:34:49 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26252772,,41174.90480717,,,,"1/20/2022, 11:20:57 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26495721,,41174.90480717,,,,"1/20/2022, 10:07:38 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,4,,41174.90480717,,0.0000037800000001197986,bitcoin,"1/20/2022, 10:05:09 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28597604,,41174.90480717,,,,"1/20/2022, 9:46:18 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.33238598,,41174.90480717,,,,"1/20/2022, 8:50:28 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26028526,,41174.90480717,,,,"1/20/2022, 7:09:43 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25707109,,41174.90480717,,,,"1/20/2022, 5:48:11 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27430128,,41174.90480717,,,,"1/20/2022, 5:46:32 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.32774993,,41174.90480717,,,,"1/20/2022, 3:14:18 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26396044,,41174.90480717,,,,"1/20/2022, 2:50:45 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,140.73821385,,41174.90480717,,,,"1/20/2022, 2:48:33 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30244635,,41174.90480717,,,,"1/20/2022, 2:48:33 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.30100164,,41174.90480717,,,,"1/20/2022, 1:47:26 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25104134,,41174.90480717,,,,"1/20/2022, 1:35:26 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28397041,,41992.27798246,,,,"1/19/2022, 11:26:21 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3179297,,41992.27798246,,,,"1/19/2022, 8:28:26 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.34977696,,41992.27798246,,,,"1/19/2022, 7:37:08 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27757646,,41992.27798246,,,,"1/19/2022, 7:06:15 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25713357,,41992.27798246,,,,"1/19/2022, 6:18:17 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28284938,,41992.27798246,,,,"1/19/2022, 5:39:31 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.3133595,,41992.27798246,,,,"1/19/2022, 3:11:33 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36581909,,41992.27798246,,,,"1/19/2022, 2:57:32 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29307918,,41992.27798246,,,,"1/19/2022, 2:11:08 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.27050248,,41992.27798246,,,,"1/19/2022, 2:04:39 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.25179376,,41992.27798246,,,,"1/19/2022, 1:38:16 PM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29173352,,41992.27798246,,,,"1/19/2022, 11:47:09 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.36210444,,41992.27798246,,,,"1/19/2022, 10:33:26 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2640581,,41992.27798246,,,,"1/19/2022, 8:25:48 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26427155,,41992.27798246,,,,"1/19/2022, 6:56:47 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.28232846,,41992.27798246,,,,"1/19/2022, 6:14:03 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Withdraw,134.71941094000002,,41992.27798246,,,,"1/19/2022, 6:14:03 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.29004598,,41992.27798246,,,,"1/19/2022, 4:33:27 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.26341105,,41992.27798246,,,,"1/19/2022, 4:20:37 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.2796716,,41992.27798246,,,,"1/19/2022, 4:18:53 AM",
Bitcoin Wallet,Bitcoin,BTC,,,Deposit,6.31782273,,41992.27798246,,,,"1/19/2022, 2:22:18 AM",
